     228,     228,     228,     228,     228,     228,     228,     228,     228,     228,     228,     228
     340,     340,     340,     340,     340,     340,     340,     340,     340,     340,     340,     340
    1654,    1654,    1654,    1654,    1654,    1654,    1654,    1654,    1654,    1654,    1654,    1654
    2273,    2273,    2273,    2273,    2273,    2273,    2273,    2273,    2273,    2273,    2273,    2273
    3482,    3482,    3482,    3482,    3482,    3482,    3482,    3482,    3482,    3482,    3482,    3482
    4247,    4247,    4247,    4247,    4247,    4247,    4247,    4247,    4247,    4247,    4247,    4247
    5217,    5217,    5217,    5217,    5217,    5217,    5217,    5217,    5217,    5217,    5217,    5217
    2995,    2995,    2995,    2995,    2995,    2995,    2995,    2995,    2995,    2995,    2995,    2995
    4340,    4340,    4340,    4340,    4340,    4340,    4340,    4340,    4340,    4340,    4340,    4340
    3488,    3488,    3488,    3488,    3488,    3488,    3488,    3488,    3488,    3488,    3488,    3488
    2279,    2279,    2279,    2279,    2279,    2279,    2279,    2279,    4591,    2279,    2279,    2279
    3750,    3750,    3750,    3750,    3750,    3750,    3750,    3750,    3750,    3750,    3750,    3750
    3270,    3270,    3270,    3270,    3270,    3270,    3270,    3270,    3270,    3270,    3270,    3270
    3768,    3768,    3768,    3768,    3768,    3768,    3768,    3768,    3768,    3768,    3768,    3768
    4888,    4888,    4888,    4888,    4888,    4888,    4888,    4888,    4888,    4888,    4888,    4888
    4500,    4500,    4860,    4500,    4500,    4860,    4500,    4500,    4860,    4500,    4500,    4860
    4860,    4860,    4500,    4860,    4860,    4500,    4860,    4860,    4500,    4860,    4860,    4500
    3593,    3593,    4119,    3593,    3593,    4119,    3593,    3593,    4119,    3593,    3593,    4119
    4119,    4119,    3593,    4119,    4119,    3593,    4119,    4119,    3593,    4119,    4119,    3593
    1661,    1661,    1661,    1661,    1661,    1661,    1661,    1661,    1661,    1661,    1661,    1661
    2544,    2544,    4964,    2544,    2544,    4964,    2544,    2544,    4964,    2544,    2544,    3870
    4591,    4964,    3870,    4964,    4964,    3870,    4964,    4964,    3870,    4964,    4964,    4964
    4964,    3448,    2544,    3448,    3448,    3448,    3448,    3448,    3448,    3448,    3448,    3448
    3448,    3870,    3448,    4775,    3870,    2544,    4775,    3870,    2544,    4775,    3870,    2544
    4775,    4775,    4775,    3870,    4775,    4775,    3870,    4775,    4775,    3870,    4775,    4775
